,id,carat,depth,table,cut_c,color_c,clarity_c
11551,11551,0.54,59.7,56.0,2,4,6
11552,11552,0.74,60.6,57.0,4,4,1
11553,11553,0.3,62.5,56.0,4,5,3
11554,11554,2.02,62.7,58.0,2,2,3
11555,11555,2.09,60.1,63.0,2,2,1
11556,11556,1.16,63.7,63.0,1,4,1
11557,11557,0.81,62.2,56.0,2,4,2
11558,11558,0.57,61.0,60.0,3,5,1
11559,11559,0.3,62.7,59.0,2,0,2
11560,11560,1.65,60.9,62.0,3,2,4
11561,11561,1.42,61.6,58.0,3,2,1
11562,11562,0.75,63.0,58.0,2,2,1
11563,11563,1.17,62.3,57.0,4,2,1
11564,11564,1.02,62.5,58.0,3,3,3
11565,11565,1.22,62.3,58.0,4,1,2
11566,11566,1.0,61.8,59.0,2,4,2
11567,11567,0.32,62.4,59.0,3,3,1
11568,11568,1.2,59.8,58.0,3,2,1
11569,11569,0.8,62.6,58.0,3,3,7
11570,11570,0.29,61.7,56.0,4,1,4
11571,11571,0.32,62.1,54.0,4,6,6
11572,11572,0.91,62.0,59.0,3,1,1
11573,11573,1.09,61.3,56.0,4,5,4
11574,11574,0.42,62.0,55.0,4,5,3
11575,11575,0.54,63.3,57.0,1,2,2
11576,11576,1.1,59.2,59.0,3,2,1
11577,11577,0.3,62.1,57.0,4,6,1
11578,11578,0.6,61.4,59.0,4,3,5
11579,11579,1.75,64.1,56.0,1,2,1
11580,11580,0.32,61.2,57.0,4,3,7
11581,11581,0.7,62.0,59.0,2,5,1
11582,11582,0.41,62.7,55.0,4,3,3
11583,11583,0.43,58.8,61.0,1,3,1
11584,11584,0.81,62.0,57.0,4,2,5
11585,11585,0.35,62.9,57.0,3,1,3
11586,11586,1.0,59.2,60.0,3,3,4
11587,11587,1.5,69.7,56.0,0,1,0
11588,11588,1.01,63.1,61.0,2,5,1
11589,11589,1.01,60.2,59.0,3,3,3
11590,11590,2.02,61.3,60.0,3,2,3
11591,11591,0.44,60.8,57.0,3,1,6
11592,11592,0.5,61.4,57.0,4,3,1
11593,11593,0.33,61.8,54.0,2,5,6
11594,11594,0.9,62.1,61.0,3,2,2
11595,11595,0.51,58.8,58.0,3,5,2
11596,11596,0.7,65.2,56.0,0,3,1
11597,11597,1.25,61.1,57.0,4,5,2
11598,11598,0.33,62.0,59.0,3,5,3
11599,11599,0.31,63.2,55.0,2,3,1
11600,11600,0.3,61.8,55.0,4,4,7
11601,11601,0.52,59.3,59.0,2,2,2
11602,11602,0.54,62.2,56.0,4,3,4
11603,11603,0.31,60.7,57.0,4,3,6
11604,11604,0.31,61.5,56.0,4,6,3
11605,11605,0.31,61.8,56.0,4,6,3
11606,11606,1.52,62.0,62.0,3,5,1
11607,11607,1.09,61.7,60.0,3,2,1
11608,11608,0.77,62.4,56.0,4,2,3
11609,11609,0.54,62.1,54.0,4,1,2
11610,11610,1.0,63.5,56.0,2,5,1
11611,11611,1.05,60.3,57.0,4,1,3
11612,11612,1.25,62.0,59.0,3,0,3
11613,11613,1.53,62.1,55.0,4,1,3
11614,11614,0.59,60.2,57.0,4,4,3
11615,11615,0.32,61.7,57.0,4,3,5
11616,11616,0.3,61.2,59.0,3,3,5
11617,11617,0.29,61.8,57.0,4,2,4
11618,11618,0.92,63.7,58.0,2,1,2
11619,11619,0.72,60.8,57.0,4,5,3
11620,11620,0.38,61.3,57.0,2,4,3
11621,11621,0.31,61.2,58.0,3,4,3
11622,11622,0.7,61.5,56.0,4,6,3
11623,11623,0.53,63.6,56.0,1,5,2
11624,11624,0.71,62.2,54.0,4,1,4
11625,11625,1.03,60.1,58.0,3,6,5
11626,11626,0.38,63.4,56.0,2,0,5
11627,11627,0.72,61.9,56.0,4,2,4
11628,11628,0.41,63.3,62.0,1,3,4
11629,11629,0.39,61.7,59.4,2,3,2
11630,11630,0.75,61.8,55.0,4,1,2
11631,11631,0.31,61.6,55.0,4,1,4
11632,11632,1.01,64.9,60.0,1,4,1
11633,11633,1.59,62.9,58.1,2,0,3
11634,11634,0.31,62.2,56.0,4,2,6
11635,11635,1.5,62.3,60.0,3,3,2
11636,11636,1.01,61.6,63.0,1,4,2
11637,11637,0.43,61.1,59.0,3,6,2
11638,11638,0.9,62.0,58.0,2,2,1
11639,11639,1.12,61.4,57.0,4,4,5
11640,11640,1.5,58.9,59.0,2,2,3
11641,11641,0.32,61.4,54.0,4,4,2
11642,11642,0.28,61.8,55.0,4,1,4
11643,11643,1.03,62.9,61.0,3,5,3
11644,11644,2.02,61.3,56.0,3,3,1
11645,11645,0.3,61.9,58.0,4,4,6
11646,11646,1.51,62.4,59.0,2,5,3
11647,11647,0.38,62.1,57.0,4,4,3
11648,11648,0.42,61.4,56.0,4,6,3
11649,11649,1.01,63.3,58.0,1,5,1
11650,11650,1.2,61.6,61.0,3,4,4
11651,11651,1.0,63.9,60.0,1,1,1
11652,11652,0.51,59.4,60.0,3,4,2
11653,11653,1.04,60.8,57.0,4,3,3
11654,11654,1.68,61.3,56.0,4,2,3
11655,11655,0.44,60.9,57.0,4,2,2
11656,11656,0.4,62.2,55.0,4,5,2
11657,11657,1.51,62.2,58.0,2,3,6
11658,11658,0.9,63.3,57.0,1,4,3
11659,11659,1.11,64.2,58.0,1,2,2
11660,11660,2.09,62.1,58.0,3,2,1
11661,11661,0.38,60.3,56.0,4,6,6
11662,11662,0.32,60.6,59.0,3,4,3
11663,11663,0.71,59.7,60.0,3,1,3
11664,11664,1.51,63.1,56.0,2,5,2
11665,11665,0.5,63.4,58.0,2,0,3
11666,11666,0.57,62.9,57.0,2,5,4
11667,11667,0.71,62.4,56.0,4,3,2
11668,11668,0.42,62.8,59.0,2,5,3
11669,11669,1.51,61.9,58.0,2,4,5
11670,11670,1.43,59.9,57.0,4,3,4
11671,11671,0.5,63.1,56.0,1,6,1
11672,11672,0.71,62.0,60.0,3,3,2
11673,11673,1.51,62.4,57.0,4,0,3
11674,11674,0.3,61.6,57.0,4,2,4
11675,11675,0.4,62.1,57.0,4,4,2
11676,11676,1.51,59.5,59.0,2,3,4
11677,11677,0.71,61.7,55.0,4,2,3
11678,11678,0.7,61.6,56.0,4,5,5
11679,11679,1.51,61.6,57.0,2,1,3
11680,11680,0.41,61.9,56.0,4,6,3
11681,11681,0.3,61.7,56.0,4,3,3
11682,11682,1.51,60.4,59.0,3,4,3
11683,11683,0.4,60.7,60.0,3,4,3
11684,11684,0.9,62.6,59.0,3,1,7
11685,11685,0.42,60.6,58.0,2,6,4
11686,11686,2.02,62.2,57.0,4,0,1
11687,11687,0.24,62.3,56.0,2,2,6
11688,11688,0.53,60.8,56.0,4,5,3
11689,11689,0.59,60.8,56.0,3,5,1
11690,11690,0.32,61.7,55.0,4,5,6
11691,11691,1.58,60.3,62.0,2,2,4
11692,11692,0.71,60.9,55.0,4,4,2
11693,11693,0.51,59.5,60.0,3,5,1
11694,11694,1.01,59.1,58.0,2,3,3
11695,11695,0.62,60.0,59.0,3,5,3
11696,11696,0.7,63.4,57.0,2,5,4
11697,11697,1.01,62.6,57.0,4,4,3
11698,11698,2.04,60.3,60.0,3,1,1
11699,11699,0.57,62.1,55.0,4,5,1
11700,11700,1.13,62.7,57.0,2,5,2
11701,11701,0.3,61.7,55.0,4,5,3
11702,11702,0.57,61.8,56.0,4,5,6
11703,11703,0.7,62.4,55.0,4,5,2
11704,11704,1.27,61.2,55.7,4,0,1
11705,11705,1.51,61.2,58.0,3,2,3
11706,11706,1.7,61.3,57.0,4,3,3
11707,11707,0.56,61.3,54.0,4,3,2
11708,11708,0.7,62.6,56.0,4,3,4
11709,11709,1.02,63.6,59.0,2,5,1
11710,11710,0.4,63.4,57.0,2,5,6
11711,11711,1.01,63.0,58.0,3,3,3
11712,11712,1.07,61.4,55.0,4,3,6
11713,11713,0.31,61.5,57.0,4,2,3
11714,11714,1.0,61.9,57.0,4,3,6
11715,11715,2.01,62.3,58.0,3,2,2
11716,11716,0.7,61.3,56.0,4,6,5
11717,11717,0.56,60.0,57.0,2,4,2
11718,11718,1.21,60.8,58.0,3,2,3
11719,11719,0.34,62.0,59.0,3,6,2
11720,11720,0.36,61.8,55.0,4,5,4
11721,11721,1.64,59.3,61.0,3,2,2
11722,11722,2.01,60.2,61.0,2,0,4
11723,11723,0.33,61.8,61.0,1,6,3
11724,11724,0.76,61.8,58.0,3,5,2
11725,11725,0.3,61.7,57.0,4,5,5
11726,11726,0.7,59.6,62.0,3,0,4
11727,11727,1.2,62.2,58.0,4,2,2
11728,11728,2.02,62.2,57.0,4,4,1
11729,11729,1.77,63.1,57.0,2,3,2
11730,11730,0.41,62.6,55.0,4,6,1
11731,11731,0.9,59.0,59.0,3,5,2
11732,11732,1.2,59.4,56.0,2,5,4
11733,11733,0.52,62.0,55.4,4,2,4
11734,11734,0.46,63.5,57.0,2,1,6
11735,11735,0.3,61.6,56.0,4,4,3
11736,11736,0.37,62.0,55.0,4,4,6
11737,11737,0.73,62.0,53.6,4,6,5
11738,11738,0.4,61.3,59.0,3,3,5
11739,11739,0.71,61.4,57.0,4,5,4
11740,11740,0.32,63.0,55.0,2,1,3
11741,11741,0.41,62.0,57.0,4,4,4
11742,11742,0.7,62.0,59.0,3,3,1
11743,11743,1.0,64.2,56.0,1,6,2
11744,11744,0.4,60.3,62.0,2,6,2
11745,11745,1.01,60.0,59.0,3,6,3
11746,11746,0.77,63.4,58.0,2,1,3
11747,11747,0.51,62.4,57.0,4,6,2
11748,11748,0.32,61.5,58.0,3,4,3
11749,11749,1.03,62.1,56.0,4,3,1
11750,11750,0.5,62.3,55.0,4,3,4
11751,11751,0.7,56.7,63.0,1,2,3
11752,11752,1.01,59.9,59.0,3,5,2
11753,11753,0.63,60.5,57.0,3,5,4
11754,11754,0.62,61.8,56.0,4,3,7
11755,11755,0.71,62.2,58.0,3,4,2
11756,11756,2.01,63.0,55.0,4,2,3
11757,11757,1.33,61.9,58.0,3,2,2
11758,11758,0.7,61.6,55.0,4,4,2
11759,11759,0.6,61.6,55.0,4,5,4
11760,11760,0.41,63.1,56.0,1,4,2
11761,11761,0.78,61.5,55.0,2,3,4
11762,11762,0.71,60.6,56.0,2,1,5
11763,11763,2.0,62.2,57.0,2,2,2
11764,11764,1.51,60.6,58.0,2,0,5
11765,11765,2.34,62.4,55.0,4,2,0
11766,11766,0.55,62.6,57.0,2,0,3
11767,11767,0.24,60.6,59.0,2,6,5
11768,11768,0.7,61.4,57.0,4,2,2
11769,11769,1.01,63.9,58.0,1,5,1
11770,11770,0.35,61.9,58.0,3,6,3
11771,11771,0.34,55.8,62.0,0,4,0
11772,11772,0.31,61.2,54.0,4,3,5
11773,11773,0.9,61.4,57.0,4,3,4
11774,11774,1.7,59.4,59.0,3,1,1
11775,11775,1.51,62.1,58.0,3,0,4
11776,11776,0.6,59.3,60.0,3,5,3
11777,11777,1.18,59.9,63.0,2,5,0
11778,11778,1.62,61.3,57.0,3,4,4
11779,11779,1.56,61.4,58.0,3,0,1
11780,11780,1.3,61.5,59.0,3,5,1
11781,11781,0.55,61.4,55.0,4,2,1
11782,11782,1.01,63.3,54.0,1,0,3
11783,11783,1.02,61.5,61.0,1,6,1
11784,11784,0.36,61.9,56.0,4,5,3
11785,11785,0.72,61.8,56.0,4,3,2
11786,11786,0.73,63.7,57.0,1,1,1
11787,11787,1.5,61.8,57.0,4,1,0
11788,11788,0.77,61.3,56.0,4,2,4
11789,11789,0.3,63.2,55.0,2,3,2
11790,11790,0.37,62.3,56.0,4,2,6
11791,11791,1.61,62.5,58.0,3,2,4
11792,11792,0.42,62.6,58.0,3,1,2
11793,11793,0.81,60.4,63.0,2,1,3
11794,11794,0.31,63.5,57.0,1,1,4
11795,11795,0.3,60.8,58.0,3,3,5
11796,11796,0.9,62.7,57.0,2,2,4
11797,11797,1.68,61.1,60.0,2,4,3
11798,11798,0.43,61.0,57.0,4,5,6
11799,11799,0.55,60.5,59.0,3,0,2
11800,11800,1.03,61.2,57.0,4,6,1
11801,11801,1.51,60.2,63.0,2,3,4
11802,11802,0.5,59.6,60.0,3,4,2
11803,11803,0.77,61.6,60.0,3,2,2
11804,11804,0.55,59.5,62.0,1,4,4
11805,11805,2.07,62.7,54.0,4,0,5
11806,11806,0.54,60.5,56.0,4,5,3
11807,11807,0.32,62.0,55.0,4,2,3
11808,11808,0.36,61.7,56.0,4,3,7
11809,11809,0.6,62.0,62.0,1,4,1
11810,11810,0.51,59.6,57.0,4,5,2
11811,11811,0.58,60.6,59.0,2,5,7
11812,11812,0.72,60.1,63.0,2,3,4
11813,11813,0.42,61.7,59.0,3,4,5
11814,11814,0.27,61.7,58.0,2,5,5
11815,11815,1.2,61.5,59.0,3,0,2
11816,11816,0.32,63.1,54.0,2,5,2
11817,11817,0.51,63.8,57.0,1,5,3
11818,11818,1.0,64.1,60.0,1,4,2
11819,11819,0.7,60.0,56.0,2,3,4
11820,11820,0.31,58.2,61.0,3,3,4
11821,11821,0.71,59.4,59.0,2,6,2
11822,11822,0.35,62.6,59.0,2,3,7
11823,11823,0.9,62.3,59.0,2,2,3
11824,11824,0.26,62.9,56.0,2,5,5
11825,11825,0.7,62.0,61.0,3,3,6
11826,11826,1.01,58.3,59.0,3,6,1
11827,11827,1.5,63.0,59.0,1,5,1
11828,11828,1.02,61.2,56.0,4,2,2
11829,11829,0.42,61.2,56.0,4,3,6
11830,11830,0.73,61.5,56.0,4,5,2
11831,11831,0.77,62.1,57.0,3,6,4
11832,11832,1.05,61.8,57.0,4,4,2
11833,11833,1.03,61.0,58.0,2,3,2
11834,11834,0.31,62.4,54.0,4,6,5
11835,11835,1.71,62.6,59.0,2,2,3
11836,11836,0.45,62.8,58.0,4,3,4
11837,11837,0.47,61.0,56.0,4,1,6
11838,11838,0.3,62.3,54.0,4,3,7
11839,11839,0.94,63.0,59.0,3,3,1
11840,11840,1.8,62.0,57.0,4,2,4
11841,11841,0.78,58.5,56.0,2,6,3
11842,11842,2.01,61.1,60.0,3,1,3
11843,11843,1.0,70.2,58.0,0,3,1
11844,11844,0.34,62.7,59.0,2,2,5
11845,11845,0.3,62.9,58.0,3,6,3
11846,11846,2.4,56.9,62.0,1,1,2
11847,11847,0.51,62.2,60.0,2,5,6
11848,11848,0.54,62.2,54.0,4,0,6
11849,11849,0.72,60.4,58.0,2,3,5
11850,11850,0.57,61.9,55.0,4,4,5
11851,11851,1.56,60.4,56.0,4,3,2
11852,11852,0.42,61.6,56.0,4,4,2
11853,11853,1.05,61.7,55.0,4,5,3
11854,11854,0.52,61.5,55.0,4,4,1
11855,11855,0.3,61.9,56.0,4,6,2
11856,11856,1.51,65.4,59.0,0,2,2
11857,11857,0.3,62.1,60.0,3,5,2
11858,11858,1.0,61.0,59.0,3,5,1
11859,11859,0.54,61.3,57.0,4,3,4
11860,11860,0.3,63.4,55.0,1,6,2
11861,11861,1.22,61.2,60.0,3,3,2
11862,11862,0.41,63.6,56.0,1,5,2
11863,11863,0.81,62.2,56.0,3,2,1
11864,11864,0.77,63.1,57.0,1,2,6
11865,11865,1.21,62.6,58.0,2,2,4
11866,11866,0.31,59.5,59.0,3,3,4
11867,11867,0.33,62.3,54.0,4,3,4
11868,11868,1.01,58.8,60.0,3,4,4
11869,11869,0.48,58.6,62.0,1,3,4
11870,11870,0.53,60.4,57.0,4,6,1
11871,11871,0.62,61.2,59.0,3,0,3
11872,11872,1.01,63.4,57.0,2,1,4
11873,11873,0.5,62.3,60.0,2,6,4
11874,11874,0.5,62.0,55.0,4,4,2
11875,11875,2.01,58.6,61.0,3,0,3
11876,11876,0.43,61.1,57.0,3,4,3
11877,11877,0.5,65.5,56.0,1,5,2
11878,11878,0.32,63.3,54.0,1,3,3
11879,11879,1.6,60.0,60.0,2,1,3
11880,11880,0.53,58.5,60.0,3,1,3
11881,11881,0.23,62.8,53.0,2,3,3
11882,11882,1.04,60.5,59.0,3,6,4
11883,11883,1.14,60.2,58.0,3,2,3
11884,11884,0.9,58.4,55.0,1,3,1
11885,11885,0.31,62.1,56.0,4,4,7
11886,11886,1.06,61.8,56.0,4,6,5
11887,11887,0.23,63.5,57.0,2,6,1
11888,11888,0.31,61.7,58.0,3,5,3
11889,11889,0.3,61.8,55.0,4,3,4
11890,11890,1.13,61.4,58.0,4,5,3
11891,11891,0.5,61.3,59.0,3,4,4
11892,11892,1.06,62.7,57.0,4,2,1
11893,11893,0.37,60.9,57.0,4,3,4
11894,11894,1.1,62.6,57.0,4,2,3
11895,11895,0.33,62.1,59.0,3,2,4
11896,11896,1.7,63.6,59.0,1,1,1
11897,11897,0.32,58.8,62.0,2,4,3
11898,11898,2.0,61.8,58.0,3,3,1
11899,11899,0.71,63.5,55.0,1,3,4
11900,11900,0.5,59.9,60.0,4,6,2
11901,11901,2.05,62.0,58.0,3,1,1
11902,11902,0.31,62.5,56.0,4,5,7
11903,11903,0.34,62.1,57.0,4,2,4
11904,11904,0.32,62.3,55.0,4,5,5
11905,11905,1.51,59.5,59.0,3,5,4
11906,11906,0.39,62.1,55.0,4,1,2
11907,11907,0.34,61.6,55.0,4,6,3
11908,11908,1.05,60.0,55.0,4,6,2
11909,11909,0.57,59.5,60.0,3,4,2
11910,11910,1.23,59.8,57.0,3,3,4
11911,11911,0.41,62.9,56.0,4,3,2
11912,11912,0.71,61.7,56.0,4,5,2
11913,11913,1.07,61.7,58.0,3,4,2
11914,11914,0.34,62.1,57.0,4,4,4
11915,11915,0.42,61.6,55.0,4,3,6
11916,11916,1.18,62.5,58.0,2,5,0
11917,11917,1.01,60.8,59.0,3,4,4
11918,11918,0.32,61.9,55.0,4,6,3
11919,11919,0.5,64.7,60.0,0,4,2
11920,11920,0.8,59.1,59.0,2,2,3
11921,11921,1.01,60.8,63.0,1,5,3
11922,11922,1.2,62.2,55.0,2,1,2
11923,11923,1.21,62.6,58.0,3,0,2
11924,11924,0.9,63.1,61.0,2,5,2
11925,11925,1.01,61.7,58.0,3,0,1
11926,11926,0.71,61.6,56.0,4,4,1
11927,11927,1.37,61.1,55.0,4,3,4
11928,11928,0.38,60.3,61.0,1,4,3
11929,11929,1.21,61.0,57.0,4,2,7
11930,11930,1.21,61.2,58.0,2,3,2
11931,11931,1.05,61.1,57.0,4,3,3
11932,11932,0.38,61.9,57.0,4,5,5
11933,11933,1.01,60.6,55.0,2,4,3
11934,11934,0.51,62.9,54.0,4,3,3
11935,11935,0.58,60.6,57.0,4,6,6
11936,11936,0.33,61.5,57.0,4,5,3
11937,11937,0.33,60.6,56.0,4,2,2
11938,11938,0.74,61.5,55.1,2,4,5
11939,11939,0.24,64.0,56.0,2,5,5
11940,11940,0.4,60.3,62.0,3,6,2
11941,11941,1.01,58.9,59.0,2,0,2
11942,11942,1.83,60.5,59.0,3,3,3
11943,11943,1.05,63.2,59.0,2,2,2
11944,11944,0.72,60.8,56.0,4,5,3
11945,11945,0.32,62.5,55.0,4,3,1
11946,11946,1.02,63.1,60.0,1,5,0
11947,11947,1.21,61.5,58.0,3,3,3
11948,11948,1.03,60.7,59.0,3,2,1
11949,11949,1.02,60.0,59.0,2,5,3
11950,11950,0.35,61.6,56.0,4,1,4
11951,11951,1.34,61.1,56.0,4,3,1
11952,11952,1.27,63.3,63.0,2,1,3
11953,11953,1.02,63.4,56.0,1,0,1
11954,11954,0.42,62.7,56.0,4,2,2
11955,11955,1.0,59.9,62.0,1,6,2
11956,11956,0.52,61.2,62.0,1,4,4
11957,11957,0.4,62.2,55.0,4,6,5
11958,11958,1.05,60.1,55.0,2,3,3
11959,11959,0.5,59.2,62.0,4,2,2
11960,11960,1.71,61.9,61.0,2,4,4
11961,11961,0.38,61.3,59.0,3,0,2
11962,11962,0.96,60.5,63.0,2,3,4
11963,11963,1.55,62.6,59.0,3,0,4
11964,11964,0.74,61.3,55.0,4,3,3
11965,11965,0.54,60.5,56.0,4,5,3
11966,11966,0.7,61.0,57.0,4,4,6
11967,11967,1.15,61.4,57.0,4,5,3
11968,11968,0.4,61.5,57.0,2,3,4
11969,11969,2.02,62.2,59.0,3,2,2
11970,11970,0.35,62.6,54.0,4,3,4
11971,11971,1.51,59.5,61.0,1,0,3
11972,11972,0.34,61.6,58.0,3,3,3
11973,11973,0.41,63.7,56.0,1,0,4
11974,11974,0.5,65.8,57.0,0,4,1
11975,11975,0.33,60.9,54.0,2,4,2
11976,11976,0.31,62.4,56.0,4,5,6
11977,11977,0.7,62.9,60.0,2,6,4
11978,11978,0.61,60.5,58.5,2,4,5
11979,11979,0.52,63.5,58.0,2,2,3
11980,11980,0.31,61.9,55.0,4,3,1
11981,11981,0.23,63.0,56.0,4,1,6
11982,11982,1.0,62.1,57.0,4,5,3
11983,11983,1.01,61.9,57.0,2,2,2
11984,11984,0.57,59.3,56.0,2,3,4
11985,11985,1.38,61.0,56.0,4,0,1
11986,11986,0.25,59.9,56.0,2,5,4
11987,11987,1.3,61.5,58.0,3,0,3
11988,11988,0.5,57.8,63.0,1,4,3
11989,11989,0.33,61.1,57.0,4,2,1
11990,11990,1.54,60.2,60.0,3,3,3
11991,11991,0.75,61.9,56.0,4,0,4
11992,11992,0.33,61.6,55.0,4,3,3
11993,11993,0.54,61.9,57.0,4,5,3
11994,11994,1.01,62.5,58.0,1,5,3
11995,11995,1.5,64.3,57.0,1,3,1
11996,11996,1.0,62.3,59.0,3,4,2
11997,11997,0.2,61.5,57.0,4,6,3
11998,11998,0.75,61.7,55.0,4,6,3
11999,11999,0.26,61.8,55.0,4,1,3
12000,12000,0.24,62.4,56.0,2,3,4
12001,12001,1.55,61.6,55.0,4,3,3
12002,12002,1.01,63.6,57.0,2,3,4
12003,12003,0.3,60.0,60.0,3,5,2
12004,12004,0.33,62.5,54.0,4,6,2
12005,12005,1.07,59.8,60.0,3,3,1
12006,12006,0.31,59.0,60.0,2,3,3
12007,12007,1.21,59.4,59.0,4,3,5
12008,12008,1.12,62.1,57.0,4,3,3
12009,12009,0.51,61.5,55.5,4,3,2
12010,12010,0.51,62.5,59.0,3,5,3
12011,12011,0.7,58.3,60.0,3,2,6
12012,12012,0.5,60.2,57.0,3,6,3
12013,12013,0.33,61.4,53.0,4,2,6
12014,12014,0.78,60.4,57.0,4,5,2
12015,12015,1.07,60.7,56.9,4,4,1
12016,12016,0.37,61.0,62.0,3,6,2
12017,12017,0.54,61.7,56.0,4,3,4
12018,12018,0.43,61.6,57.0,4,4,2
12019,12019,0.36,61.9,56.0,4,5,2
12020,12020,2.01,61.0,60.0,3,1,2
12021,12021,0.4,63.6,55.0,2,5,5
12022,12022,0.51,61.3,55.0,4,3,3
12023,12023,0.34,61.3,57.0,4,2,2
12024,12024,0.73,59.6,57.0,2,5,1
12025,12025,0.4,61.3,57.0,4,2,2
12026,12026,1.51,61.4,58.0,2,4,5
12027,12027,2.01,61.7,56.0,4,4,1
12028,12028,0.55,60.3,59.0,3,6,6
12029,12029,0.31,61.0,57.0,4,3,7
12030,12030,0.94,62.4,58.0,2,4,1
12031,12031,2.01,67.4,58.0,0,1,0
12032,12032,0.35,63.3,56.0,2,6,2
12033,12033,1.0,63.3,60.0,2,3,3
12034,12034,0.41,62.0,59.0,3,2,2
12035,12035,0.5,63.0,57.0,2,5,1
12036,12036,0.5,62.2,54.4,4,6,4
12037,12037,0.51,63.7,56.0,1,4,3
12038,12038,1.1,61.3,56.9,4,4,0
12039,12039,0.8,62.1,55.0,3,3,1
12040,12040,0.32,61.7,56.0,4,4,4
12041,12041,0.9,63.6,58.0,1,3,3
12042,12042,0.7,62.3,55.0,4,6,4
12043,12043,1.3,60.5,60.0,3,3,6
12044,12044,0.72,62.7,54.0,2,1,5
12045,12045,0.75,60.7,55.0,2,6,2
12046,12046,0.99,61.8,57.0,2,4,3
12047,12047,0.41,61.1,55.0,4,3,5
12048,12048,0.72,60.0,57.0,3,6,5
12049,12049,0.2,62.3,60.0,3,6,3
12050,12050,0.91,63.6,56.0,2,2,5
12051,12051,0.57,61.4,55.0,4,6,2
12052,12052,0.54,61.4,57.0,4,4,3
12053,12053,0.31,63.2,59.0,2,5,2
12054,12054,0.71,61.9,56.0,4,4,4
12055,12055,1.24,61.1,62.0,3,5,0
12056,12056,0.5,61.4,57.0,4,5,1
12057,12057,0.35,62.1,58.0,3,6,2
12058,12058,0.71,62.8,56.0,4,3,2
12059,12059,0.3,62.2,54.0,4,6,3
12060,12060,0.31,61.0,56.0,4,4,7
12061,12061,1.53,62.0,58.0,3,1,3
12062,12062,0.4,62.8,57.0,2,5,6
12063,12063,0.41,60.8,57.0,4,4,4
12064,12064,0.93,62.6,59.0,2,1,4
12065,12065,0.72,62.9,59.0,3,0,0
12066,12066,0.42,61.7,54.0,4,0,5
12067,12067,0.4,60.9,55.0,4,3,2
12068,12068,0.9,62.8,57.0,2,2,2
12069,12069,2.01,62.8,58.0,4,0,2
12070,12070,0.53,59.4,60.0,3,2,2
12071,12071,0.38,62.2,54.1,4,5,7
12072,12072,0.34,59.0,60.0,2,5,2
12073,12073,0.63,61.9,56.0,4,3,7
12074,12074,1.01,60.0,60.0,0,5,1
12075,12075,1.21,61.8,60.0,3,1,1
12076,12076,1.3,61.9,56.0,2,2,4
12077,12077,0.4,61.2,61.0,2,5,6
12078,12078,0.79,64.3,60.0,1,4,1
12079,12079,0.28,61.9,55.0,2,3,6
12080,12080,0.51,60.7,59.0,3,4,4
12081,12081,1.06,61.9,59.0,3,4,2
12082,12082,0.3,62.6,58.0,3,2,3
12083,12083,0.34,61.3,55.0,4,3,6
12084,12084,1.0,63.0,59.0,2,6,5
12085,12085,1.2,65.1,58.0,0,4,1
12086,12086,1.3,62.1,57.0,4,1,4
12087,12087,0.9,63.0,58.0,2,6,4
12088,12088,0.55,61.5,56.0,4,5,4
12089,12089,1.33,61.0,60.0,3,5,1
12090,12090,0.32,63.9,58.0,1,6,1
12091,12091,0.56,61.3,56.0,4,1,2
12092,12092,0.32,61.9,56.0,4,6,6
12093,12093,0.91,62.8,58.0,2,2,2
12094,12094,0.53,63.1,56.0,1,5,2
12095,12095,1.11,61.5,59.0,3,2,1
12096,12096,0.9,61.9,58.0,3,1,3
12097,12097,0.37,60.6,54.0,3,5,2
12098,12098,1.2,62.5,58.0,3,2,3
12099,12099,0.3,61.3,57.0,4,6,3
12100,12100,1.03,61.3,57.0,4,4,2
12101,12101,1.43,62.2,58.0,2,3,3
12102,12102,0.31,61.7,56.0,4,5,1
12103,12103,1.0,61.4,61.0,3,5,1
12104,12104,2.06,61.8,58.0,3,1,1
12105,12105,0.25,60.2,59.0,2,5,6
12106,12106,2.16,63.6,56.0,1,1,3
12107,12107,0.51,62.9,58.0,2,3,3
12108,12108,0.33,61.3,56.0,4,3,5
12109,12109,0.56,61.8,56.0,4,5,4
12110,12110,0.38,60.5,58.0,2,5,3
12111,12111,0.45,61.7,56.0,4,3,6
12112,12112,1.01,64.5,58.0,0,5,0
12113,12113,0.31,63.4,56.0,1,2,5
12114,12114,1.01,62.6,54.0,4,6,3
12115,12115,0.3,63.1,58.0,0,4,2
12116,12116,0.4,61.0,55.0,4,3,2
12117,12117,1.0,63.8,58.0,1,1,2
12118,12118,1.09,60.3,60.0,3,6,1
12119,12119,0.7,62.1,66.0,0,2,0
12120,12120,1.04,59.2,61.0,2,3,2
12121,12121,0.51,60.6,57.0,4,3,1
12122,12122,1.51,63.4,58.0,2,3,2
12123,12123,0.72,61.8,56.0,4,6,2
12124,12124,2.0,64.0,58.0,2,3,1
12125,12125,1.51,61.9,57.0,2,2,3
12126,12126,1.16,63.7,63.0,1,4,1
12127,12127,0.7,61.6,57.0,4,4,4
12128,12128,2.01,59.4,63.0,1,1,2
12129,12129,0.56,61.6,55.0,4,5,2
12130,12130,0.32,61.4,57.0,4,6,4
12131,12131,0.38,61.8,54.0,4,6,4
12132,12132,0.38,62.5,61.0,2,5,1
