,id,carat,depth,table,cut_c,color_c,clarity_c,y
35054,35054,0.57,61.3,56.0,4,4,6,3343
35055,35055,2.02,61.1,61.0,2,1,1,13865
35056,35056,1.21,61.3,56.0,4,2,5,8950
35057,35057,0.39,61.9,55.2,4,4,4,939
35058,35058,0.35,62.5,58.0,3,2,5,906
35059,35059,0.35,62.1,56.0,4,4,3,906
35060,35060,0.33,62.5,54.0,4,3,5,965
35061,35061,0.25,61.1,57.0,2,4,6,633
35062,35062,0.33,63.4,56.0,2,6,1,631
35063,35063,1.69,62.2,57.0,4,4,3,16789
35064,35064,0.91,63.3,54.0,2,4,1,3746
35065,35065,1.01,63.2,57.0,2,3,3,5701
35066,35066,0.78,62.3,56.0,4,4,3,3531
35067,35067,2.01,62.3,59.0,2,1,3,15965
35068,35068,0.3,59.5,62.0,2,2,2,421
35069,35069,1.52,62.4,59.0,3,5,2,10963
35070,35070,0.91,62.0,56.0,4,4,1,4642
35071,35071,1.25,61.0,59.0,3,1,3,6084
35072,35072,0.33,62.1,56.0,4,6,3,781
35073,35073,0.7,60.6,57.2,4,4,1,2237
35074,35074,0.32,60.1,60.0,2,5,2,561
35075,35075,2.04,61.4,59.0,3,0,3,13600
35076,35076,1.06,61.7,55.0,4,6,4,8893
35077,35077,0.5,62.9,59.0,1,6,2,1436
35078,35078,0.7,61.7,63.0,2,4,3,2737
35079,35079,0.31,62.1,55.0,4,3,3,577
35080,35080,0.71,60.9,58.0,3,2,3,2363
35081,35081,0.31,62.1,58.0,3,3,4,625
35082,35082,1.51,60.6,58.0,3,2,3,10411
35083,35083,0.3,60.8,58.0,4,6,4,742
35084,35084,1.05,61.2,57.0,4,2,1,4410
35085,35085,0.42,61.4,56.0,4,2,1,625
35086,35086,0.37,58.4,59.0,3,3,4,817
35087,35087,0.27,61.2,58.0,2,2,5,445
35088,35088,0.31,61.5,58.0,3,4,7,979
35090,35090,0.55,61.3,57.0,4,4,4,1809
35091,35091,2.0,62.2,57.0,4,5,1,16650
35092,35092,1.51,62.1,58.0,3,2,1,7340
35093,35093,0.7,61.6,59.0,3,4,6,3504
35094,35094,1.0,62.0,62.0,3,3,3,5645
35095,35095,0.7,61.9,59.0,3,4,6,3109
35096,35096,0.31,62.5,60.0,3,0,3,488
35097,35097,0.27,60.6,58.0,3,5,6,622
35098,35098,0.78,61.9,57.1,2,2,4,2854
35099,35099,0.65,57.7,60.0,2,6,5,3025
35100,35100,1.32,60.5,59.0,2,1,3,7125
35101,35101,0.24,61.8,56.0,4,3,4,442
35102,35102,0.4,62.3,57.0,4,3,4,1050
35103,35103,0.42,62.0,55.0,4,0,3,628
35104,35104,0.57,61.3,57.0,4,4,3,1612
35105,35105,0.31,62.0,55.0,4,3,6,789
35106,35106,1.39,62.5,59.0,3,2,3,7006
35107,35107,2.0,62.9,60.0,3,0,3,11966
35108,35108,0.41,61.9,56.0,4,5,5,1187
35109,35109,0.3,62.7,55.0,4,2,4,526
35110,35110,1.05,60.9,56.0,4,4,1,4675
35111,35111,1.0,60.1,60.0,2,6,2,4697
35112,35112,2.09,63.0,57.0,2,1,1,14704
35113,35113,0.4,59.2,62.0,4,5,4,1180
35114,35114,0.33,62.3,55.0,4,4,3,854
35115,35115,0.32,61.3,55.0,4,3,4,645
35116,35116,0.5,63.4,57.0,2,4,3,1345
35117,35117,1.03,62.0,56.0,4,3,6,8398
35118,35118,0.4,62.0,61.0,2,5,2,687
35119,35119,0.41,61.8,55.0,4,5,4,1153
35120,35120,1.5,61.7,56.0,1,0,3,7177
35121,35121,1.05,62.1,60.0,3,3,2,4857
35122,35122,1.02,61.9,58.0,3,4,4,7351
35123,35123,0.3,61.4,55.0,4,5,3,658
35124,35124,0.58,61.8,57.0,4,5,4,2046
35125,35125,0.35,61.9,58.0,3,4,3,906
35126,35126,2.17,60.4,56.0,4,1,2,17381
35127,35127,0.78,63.0,58.0,2,6,3,3534
35128,35128,0.36,61.6,56.0,4,5,2,631
35129,35129,1.0,63.2,59.0,1,4,3,6183
35130,35130,1.21,62.6,56.0,3,6,4,10706
35131,35131,0.38,62.0,57.0,4,6,4,882
35132,35132,0.53,62.2,56.0,3,5,2,1654
35133,35133,0.99,62.5,58.0,2,4,2,5112
35134,35134,0.3,62.0,55.0,4,3,7,863
35135,35135,0.4,60.6,56.0,4,6,4,1072
35136,35136,0.36,61.1,56.0,4,5,3,789
35137,35137,1.04,62.1,56.0,4,2,1,4404
35138,35138,0.33,62.2,54.0,4,3,2,475
35139,35139,1.0,63.7,58.0,2,2,1,4395
35140,35140,0.39,61.9,57.0,4,6,4,1095
35141,35141,0.34,62.6,55.0,4,5,3,956
35142,35142,0.32,61.6,56.0,4,2,7,796
35143,35143,0.57,61.7,57.0,4,4,3,1847
35144,35144,0.73,61.3,56.0,4,6,5,4372
35145,35145,1.09,61.3,60.0,3,3,1,3601
35146,35146,0.93,62.0,56.0,3,6,1,4692
35147,35147,0.34,61.5,55.0,4,3,3,596
35148,35148,1.11,62.0,54.0,3,6,6,13405
35149,35149,0.32,60.6,59.0,2,0,4,421
35150,35150,0.54,61.5,58.0,3,1,4,1389
35151,35151,0.5,62.8,60.0,2,5,3,1559
35152,35152,0.33,58.7,55.0,2,4,7,897
35153,35153,1.01,60.5,62.0,3,5,2,5226
35154,35154,0.31,61.6,56.0,4,5,5,837
35155,35155,0.54,61.6,55.0,3,6,3,1913
35156,35156,0.37,60.7,60.0,3,0,3,454
35157,35157,0.3,62.5,57.0,4,5,6,862
35158,35158,0.43,61.1,58.0,3,3,7,1433
35159,35159,1.0,62.4,55.0,4,4,2,4939
35160,35160,0.7,62.2,63.0,1,5,1,1860
35161,35161,0.52,62.7,57.0,2,5,2,1389
35162,35162,0.7,60.4,63.0,1,6,4,3193
35163,35163,0.28,62.2,55.0,4,1,5,497
35164,35164,0.69,58.4,61.7,1,4,2,1951
35165,35165,1.11,61.3,56.0,4,6,1,6241
35166,35166,0.31,59.4,57.0,4,6,3,685
35167,35167,1.0,63.4,61.0,1,3,3,5600
35168,35168,0.32,63.0,57.0,4,1,3,576
35169,35169,0.3,61.8,56.0,4,3,2,487
35170,35170,1.6,62.2,58.0,3,0,2,7550
35171,35171,0.9,61.6,56.0,4,2,2,4740
35172,35172,0.34,61.3,58.0,3,3,3,765
35173,35173,0.33,61.9,56.0,4,6,3,781
35174,35174,0.33,62.1,58.0,3,6,1,492
35175,35175,1.51,59.6,60.0,2,3,2,10576
35176,35176,0.95,60.7,59.0,3,5,1,4142
35177,35177,1.51,64.3,58.0,1,5,1,7314
35178,35178,0.9,62.8,54.0,4,5,5,7286
35179,35179,1.01,62.2,56.0,4,1,2,4316
35180,35180,0.53,61.9,55.0,4,3,4,1695
35181,35181,2.03,60.8,59.0,4,1,1,13398
35182,35182,0.5,60.8,56.0,4,6,2,1654
35183,35183,1.02,62.9,56.0,3,5,1,4478
35184,35184,1.05,61.7,60.0,3,4,1,4363
35185,35185,0.28,63.7,60.0,1,5,3,625
35186,35186,0.51,61.9,56.0,4,6,1,1264
35187,35187,0.41,62.8,59.0,2,5,2,755
35188,35188,1.23,60.8,59.0,3,4,3,9122
35189,35189,1.17,61.9,54.0,4,4,5,10351
35190,35190,0.43,61.3,57.0,4,3,4,1008
35191,35191,2.02,61.7,53.0,4,3,3,18077
35192,35192,2.01,62.1,60.0,2,0,3,12683
35193,35193,0.56,61.1,56.0,4,6,3,2066
35194,35194,0.92,59.4,62.0,3,5,2,4183
35195,35195,0.34,61.4,57.0,4,5,4,1033
35196,35196,0.5,60.4,61.0,2,4,5,1778
35197,35197,0.74,61.5,54.0,4,4,5,3101
35198,35198,0.26,62.3,59.0,3,2,4,382
35199,35199,2.2,60.4,60.0,3,3,1,15897
35200,35200,1.01,63.1,57.0,2,5,5,8849
35201,35201,1.53,60.9,63.0,2,2,3,11557
35202,35202,1.01,61.1,60.0,3,3,3,5701
35203,35203,0.34,61.2,57.0,4,5,4,805
35204,35204,0.78,62.4,58.0,3,4,2,2777
35205,35205,1.13,61.7,57.0,4,5,2,6674
35206,35206,1.25,61.0,56.0,4,1,2,6352
35207,35207,0.9,60.4,59.0,3,4,2,4062
35208,35208,1.2,61.6,61.0,2,4,4,9203
35209,35209,0.7,62.4,56.0,2,4,2,2573
35210,35210,1.0,61.8,59.0,2,3,3,5600
35211,35211,0.32,62.2,55.0,4,0,7,533
35212,35212,0.32,61.7,55.0,4,6,6,1140
35213,35213,1.03,63.0,59.0,3,2,3,5364
35214,35214,0.3,63.0,57.0,2,1,2,405
35215,35215,0.9,61.0,63.0,2,6,2,4304
35216,35216,0.6,61.5,56.0,4,5,2,1738
35217,35217,0.33,61.0,60.0,3,5,3,928
35218,35218,0.56,60.3,59.0,3,0,2,1050
35219,35219,0.36,60.9,61.0,2,1,4,568
35220,35220,0.3,61.9,57.0,4,5,2,675
35221,35221,1.0,58.6,61.0,3,3,3,6048
35222,35222,0.52,61.8,57.0,4,3,5,1911
35223,35223,0.3,59.3,59.0,3,2,2,540
35224,35224,0.41,62.4,54.0,4,6,3,1007
35225,35225,0.77,62.8,58.0,2,4,4,3350
35226,35226,1.24,61.0,59.0,2,2,1,5231
35227,35227,1.1,62.2,57.0,4,4,3,7658
35228,35228,1.02,61.6,56.0,4,2,1,3927
35229,35229,0.44,60.6,56.0,4,6,6,2290
35230,35230,0.35,63.0,57.0,4,6,2,827
35231,35231,2.11,60.8,61.0,2,0,1,12771
35232,35232,1.5,62.1,59.0,3,2,4,11088
35233,35233,0.31,62.0,55.0,2,4,5,754
35234,35234,1.01,61.9,58.0,2,3,5,6257
35235,35235,0.56,62.6,55.0,4,4,3,1814
35236,35236,0.3,63.0,55.0,2,3,3,526
35237,35237,0.97,59.9,59.0,3,4,1,3993
35238,35238,1.0,64.0,59.0,1,6,1,3634
35239,35239,0.7,63.0,56.0,2,1,2,2147
35240,35240,0.41,63.3,57.0,2,5,2,953
35241,35241,0.26,61.3,60.0,3,3,4,491
35242,35242,1.24,60.5,60.0,3,3,7,10508
35243,35243,0.93,62.8,56.0,3,5,2,4739
35244,35244,0.34,61.4,54.0,4,5,2,596
35245,35245,0.3,61.8,57.0,4,5,3,603
35247,35247,0.4,63.0,57.0,2,4,5,963
35248,35248,0.36,62.3,57.0,4,6,1,689
35249,35249,2.06,62.6,58.0,3,2,1,12931
35250,35250,1.16,61.4,56.0,4,4,3,9432
35251,35251,0.53,61.7,57.0,4,5,6,2407
35252,35252,0.74,61.7,57.0,2,4,1,2319
35253,35253,0.9,63.7,57.0,2,2,5,4592
35254,35254,0.96,62.9,59.0,3,0,2,3187
35255,35255,1.54,62.4,57.0,3,3,1,8969
35256,35256,0.51,60.2,56.0,4,3,4,1852
35257,35257,1.07,61.7,54.0,4,3,2,5532
35258,35258,0.32,63.7,55.0,1,6,2,756
35259,35259,0.34,63.3,56.0,1,2,2,490
35260,35260,0.4,63.4,58.0,2,0,4,810
35261,35261,0.41,60.9,60.0,3,2,1,649
35262,35262,1.52,64.2,59.0,1,4,3,11696
35263,35263,1.18,58.2,62.0,3,3,5,9188
35264,35264,1.01,59.9,61.0,3,4,3,6097
35265,35265,0.5,60.4,64.0,1,1,3,1047
35266,35266,0.32,61.6,60.1,1,4,2,528
35267,35267,1.01,62.6,61.0,3,2,2,4707
35268,35268,1.16,60.4,60.0,3,4,6,10809
35269,35269,0.72,62.4,55.0,4,4,1,2232
35270,35270,0.9,61.4,55.0,3,4,2,4435
35271,35271,0.25,61.2,55.0,0,6,4,563
35272,35272,1.25,61.3,58.0,3,0,1,4018
35273,35273,0.65,62.4,58.0,2,6,2,1945
35274,35274,1.03,61.3,57.0,3,4,5,8527
35275,35275,0.5,63.5,58.0,1,4,1,997
35276,35276,0.41,60.0,57.0,4,5,5,1243
35277,35277,1.01,59.5,62.0,1,0,1,3756
35278,35278,0.82,58.7,58.0,2,4,3,3621
35279,35279,1.06,60.3,57.0,4,1,3,5516
35280,35280,1.01,62.5,58.0,2,4,1,4690
35281,35281,1.04,60.1,59.0,3,3,3,6709
35282,35282,0.31,61.8,59.0,3,4,6,959
35283,35283,1.5,61.1,58.0,3,4,3,14199
35284,35284,0.8,60.9,60.0,3,1,2,2507
35285,35285,1.66,61.4,58.0,2,4,3,16294
35286,35286,0.5,62.2,59.0,3,3,4,1624
35287,35287,0.91,59.7,55.0,2,4,2,4279
35288,35288,0.7,63.6,55.0,1,1,2,1995
35289,35289,0.53,61.5,56.0,4,5,3,1676
35290,35290,1.02,61.8,57.0,4,2,2,4558
35291,35291,0.31,59.9,60.0,3,1,3,558
35292,35292,1.05,58.9,61.0,2,3,7,9013
35294,35294,1.24,62.4,59.4,2,0,4,5783
35295,35295,0.54,61.5,57.0,4,5,2,1637
35296,35296,0.7,62.6,56.0,2,4,2,2196
35297,35297,0.72,60.9,60.0,3,1,3,2333
35298,35298,1.02,59.8,58.0,4,2,2,5505
35299,35299,0.37,59.3,60.0,3,3,3,649
35300,35300,0.77,61.6,55.0,4,5,6,5251
35301,35301,1.5,60.0,60.0,3,4,2,8400
35302,35302,1.54,59.3,59.0,3,6,3,16736
35303,35303,0.32,61.4,57.0,4,3,2,612
35304,35304,0.3,62.0,54.0,4,3,6,764
35305,35305,1.04,62.0,57.0,4,3,1,4200
35306,35306,0.3,59.2,59.0,3,5,3,658
35307,35307,0.3,61.8,57.0,4,2,7,764
35308,35308,1.11,62.5,57.0,4,0,1,4073
35309,35309,1.5,62.3,56.0,4,4,4,15851
35310,35310,0.3,63.5,57.0,1,1,2,394
35311,35311,0.34,61.7,57.0,4,2,3,537
35312,35312,0.5,62.0,56.0,4,3,3,1449
35313,35313,0.43,63.4,57.0,2,5,2,948
35314,35314,0.52,61.8,57.0,4,6,3,1822
35315,35315,0.58,62.2,55.0,4,4,4,1899
35316,35316,0.31,62.0,57.0,4,6,4,863
35317,35317,0.31,60.4,61.0,4,5,5,710
35318,35318,0.91,60.7,57.0,4,0,4,3267
35319,35319,1.51,60.2,61.0,2,5,5,17689
35320,35320,0.66,60.6,58.0,3,4,2,1802
35321,35321,0.58,62.3,53.7,4,3,3,1632
35322,35322,0.72,62.1,58.0,4,1,3,2347
35323,35323,0.73,61.4,58.0,3,4,1,2197
35324,35324,0.5,60.8,55.0,2,6,1,1306
35325,35325,0.72,59.9,59.0,4,2,6,2979
35326,35326,0.72,62.0,55.0,4,4,2,2737
35327,35327,1.54,59.0,62.0,2,5,1,7877
35328,35328,1.74,58.7,60.0,3,1,2,11020
35329,35329,0.56,61.8,55.0,4,2,2,1214
35330,35330,0.27,62.0,55.0,2,4,6,591
35331,35331,0.91,60.5,59.0,2,5,1,3986
35332,35332,0.56,61.9,55.0,4,3,3,1580
35333,35333,0.4,61.8,53.0,2,2,4,770
35334,35334,0.9,63.8,56.0,1,5,2,3800
35335,35335,1.03,62.0,60.0,3,2,1,3749
35336,35336,0.41,60.5,61.0,3,5,2,969
35337,35337,0.3,62.0,55.0,4,3,6,789
35338,35338,0.58,59.0,61.0,3,2,1,1066
35339,35339,0.9,61.6,59.0,2,5,1,3924
35340,35340,1.25,60.2,54.0,4,3,7,11511
35341,35341,0.31,63.3,57.0,1,3,5,707
35342,35342,1.06,62.4,55.0,2,5,7,12642
35343,35343,0.34,61.2,58.0,3,6,2,626
35344,35344,0.31,62.4,54.0,4,3,3,698
35345,35345,1.04,62.8,60.0,3,4,1,4013
35346,35346,0.7,63.5,59.0,1,5,2,2812
35347,35347,0.7,61.6,57.0,4,6,2,3471
35348,35348,0.3,63.5,56.0,2,3,5,878
35349,35349,0.37,61.9,54.0,4,3,5,917
35350,35350,0.3,62.2,57.0,4,3,3,675
35351,35351,0.31,61.4,57.0,4,5,4,734
35352,35352,0.5,60.8,61.0,2,5,1,1046
35353,35353,0.51,62.7,59.0,2,3,2,1243
35354,35354,1.06,62.5,58.0,3,3,3,5543
35355,35355,0.7,60.5,59.0,2,5,3,2757
35356,35356,1.5,60.5,57.0,2,3,3,12014
35357,35357,0.57,61.7,56.0,4,1,6,1728
35358,35358,1.04,60.2,60.0,2,2,1,4332
35359,35359,0.82,62.1,56.0,2,3,3,3528
35360,35360,1.0,64.3,53.0,1,6,1,3965
35361,35361,1.27,62.0,60.0,3,1,1,4836
35362,35362,1.0,63.6,56.0,2,6,3,7717
35363,35363,0.73,63.3,57.0,4,1,5,2485
35365,35365,1.11,61.4,57.0,4,2,1,4709
35366,35366,2.0,59.1,61.0,1,3,2,17930
35367,35367,0.71,62.0,58.0,4,1,4,2266
35368,35368,1.01,63.9,59.0,1,4,2,5309
35369,35369,1.0,62.6,60.0,2,5,3,6518
35370,35370,1.03,62.1,59.0,3,2,1,4038
35371,35371,0.7,59.9,57.0,4,4,2,2264
35372,35372,0.4,61.8,56.0,4,2,4,807
35373,35373,0.4,61.7,55.0,4,3,6,1374
35374,35374,1.25,61.9,54.4,4,6,1,6779
35375,35375,0.43,62.5,56.0,3,4,2,1016
35376,35376,0.41,62.5,57.0,4,5,2,969
35377,35377,0.81,61.5,60.0,3,1,1,1786
35378,35378,1.0,62.5,58.0,2,2,1,4042
35379,35379,0.24,61.7,58.0,2,5,6,485
35380,35380,1.71,58.5,61.0,2,4,3,17052
35381,35381,0.38,63.4,55.0,1,6,3,871
35382,35382,0.71,62.3,56.0,4,5,4,3346
35383,35383,0.66,58.1,59.9,1,3,3,2101
35385,35385,0.3,60.1,60.0,3,5,7,1097
35386,35386,1.11,61.1,57.0,4,5,2,6800
35388,35388,1.54,61.9,57.0,4,0,3,8275
35389,35389,1.62,62.4,53.2,4,0,2,8075
35390,35390,0.91,62.6,58.0,3,5,2,4138
35391,35391,0.32,62.0,55.0,4,5,7,944
35392,35392,1.01,59.5,57.0,2,5,2,5534
35393,35393,0.36,61.5,57.0,4,1,5,655
35394,35394,0.51,63.3,56.0,2,5,3,1781
35395,35395,1.02,58.0,58.0,3,1,2,4284
35396,35396,1.51,62.8,59.0,3,5,2,11565
35397,35397,0.33,61.0,59.0,3,2,4,743
35398,35398,0.3,61.8,56.0,4,3,2,477
35399,35399,0.91,61.9,57.0,3,1,4,3669
35400,35400,0.4,62.0,60.0,2,5,3,879
35401,35401,1.06,60.7,63.0,2,3,0,2080
35402,35402,0.74,62.9,60.0,3,3,4,2800
35403,35403,0.42,61.5,56.0,4,3,7,1289
35404,35404,0.42,60.3,59.0,3,4,5,1142
35405,35405,1.23,62.7,58.0,3,0,3,4856
35406,35406,1.51,62.2,58.0,3,3,4,14674
35407,35407,0.35,63.3,54.0,2,2,2,647
35408,35408,1.12,59.6,58.0,3,1,4,4987
35409,35409,1.16,61.9,57.0,4,5,2,6896
35410,35410,0.57,62.1,56.0,4,5,2,1728
35411,35411,0.59,61.2,58.0,2,5,4,2200
35412,35412,1.5,60.4,59.0,2,5,2,12000
35413,35413,1.06,61.0,56.0,4,3,1,3321
35414,35414,0.44,58.8,62.0,1,6,2,777
35415,35415,0.82,62.5,56.0,3,5,2,3295
35416,35416,1.61,62.3,57.0,2,5,2,13047
35417,35417,1.22,62.1,58.0,4,0,3,5297
35418,35418,1.6,59.4,59.0,3,2,1,8333
35419,35419,1.2,62.1,59.0,2,2,1,5280
35420,35420,0.33,60.7,57.0,4,2,3,668
35421,35421,1.06,60.9,56.0,4,2,1,4563
35422,35422,0.73,62.2,56.0,4,6,5,4252
35423,35423,1.01,61.7,59.0,3,3,4,5898
35425,35425,0.34,60.1,57.0,4,6,5,918
35426,35426,0.31,62.4,60.0,3,4,6,959
35427,35427,2.0,59.8,60.0,3,2,2,14126
35428,35428,0.77,61.5,59.0,4,1,4,2798
35429,35429,0.31,62.0,54.0,4,6,4,877
35430,35430,0.3,60.0,60.0,3,5,2,526
35431,35431,0.3,62.2,57.0,4,3,6,764
35433,35433,2.06,61.5,56.0,2,4,1,16603
35434,35434,0.53,60.0,56.0,2,3,1,1079
35435,35435,0.91,62.2,60.0,3,2,2,3669
35436,35436,0.88,62.5,56.0,2,1,2,2699
35437,35437,0.52,61.1,57.0,4,5,7,3033
35439,35439,1.0,60.6,62.0,1,4,1,3672
35440,35440,0.32,60.9,61.0,2,3,5,730
35441,35441,0.71,61.4,56.0,4,6,3,3234
35442,35442,0.71,63.2,56.0,2,6,2,2652
35443,35443,1.0,62.2,52.0,4,5,1,4808
35444,35444,0.78,57.5,63.0,1,6,1,2430
35445,35445,2.01,60.7,56.0,2,2,3,18561
35446,35446,0.52,62.3,60.0,2,4,1,1057
35447,35447,1.0,60.9,59.0,3,6,1,5286
35448,35448,2.0,62.9,59.2,2,1,2,15081
35449,35449,0.24,60.3,61.0,2,5,6,521
35450,35450,1.21,61.7,58.0,1,5,4,8902
35451,35451,0.31,61.1,55.0,2,5,5,766
35452,35452,1.73,62.6,55.0,2,3,5,18211
35453,35453,0.31,63.2,56.0,2,3,4,802
35454,35454,1.18,60.7,63.0,1,6,1,5168
35455,35455,0.32,61.6,58.0,3,5,7,1095
35456,35456,0.3,61.4,55.0,4,2,3,491
35457,35457,0.37,61.1,58.0,2,6,4,820
35458,35458,0.36,62.3,57.0,4,2,2,648
35459,35459,0.23,61.8,63.0,1,5,3,357
35460,35460,1.0,63.0,56.0,2,4,6,8008
35461,35461,0.51,61.0,56.0,4,3,3,1585
35462,35462,0.3,62.0,58.0,4,4,6,814
35464,35464,0.73,61.2,59.0,3,1,4,2393
35465,35465,1.0,61.5,60.0,3,6,2,5488
35466,35466,0.54,61.4,57.0,4,3,4,1567
35467,35467,1.06,61.3,58.0,3,5,3,7408
35468,35468,0.34,59.2,59.0,3,6,1,650
35469,35469,0.72,63.5,58.0,2,2,1,1942
35470,35470,0.36,61.5,57.0,4,2,2,505
35471,35471,0.73,58.2,63.0,1,4,5,3166
35472,35472,0.35,63.9,55.0,1,5,1,630
35473,35473,0.34,60.7,60.0,3,4,3,686
35474,35474,1.01,63.3,58.0,1,5,5,8752
35475,35475,0.7,60.3,58.0,4,4,2,2671
35476,35476,0.38,62.1,57.0,4,5,4,1097
35477,35477,0.26,62.3,56.0,4,4,4,452
35478,35478,0.7,63.3,58.0,2,5,2,1926
35479,35479,1.01,60.4,59.0,3,3,1,4327
35480,35480,0.7,61.5,56.0,2,5,2,2239
35482,35482,1.08,61.0,56.0,4,5,6,12098
35483,35483,0.34,61.1,60.0,3,5,3,956
35484,35484,0.72,63.4,56.0,2,4,5,3338
35485,35485,1.79,62.6,56.0,3,2,4,14904
35486,35486,0.41,61.4,56.0,4,5,5,1243
35487,35487,0.52,62.3,55.0,4,3,5,2012
35488,35488,0.56,61.7,54.0,4,2,3,1427
35489,35489,0.3,62.2,55.0,4,6,3,911
35490,35490,1.53,59.4,59.0,3,3,3,13077
35491,35491,0.91,62.4,58.0,2,5,1,3936
35492,35492,0.51,61.3,56.0,4,4,2,1406
35493,35493,0.33,61.5,58.0,3,1,5,743
35494,35494,1.03,62.4,57.0,4,3,6,8454
35495,35495,0.42,61.9,57.0,4,4,4,1031
35496,35496,0.32,60.7,57.0,4,1,2,432
35497,35497,1.02,61.7,58.0,3,3,1,3027
35498,35498,1.01,62.7,57.0,2,6,3,7652
35499,35499,0.92,60.7,58.0,2,6,2,4253
35500,35500,0.38,62.1,55.0,4,4,4,1131
35501,35501,1.27,60.3,56.0,4,2,3,7219
35502,35502,1.2,61.6,57.0,4,4,7,14430
35503,35503,0.36,63.0,55.0,2,2,2,505
35504,35504,1.32,62.3,57.0,4,0,3,6288
35505,35505,2.08,61.8,56.0,4,3,1,18124
35506,35506,0.5,60.0,62.0,1,3,6,1966
35507,35507,1.55,64.6,58.0,0,2,1,9045
35508,35508,0.31,63.4,56.0,1,4,3,625
35509,35509,0.26,62.5,54.0,4,2,5,508
35510,35510,1.01,62.3,55.0,4,4,2,4276
35511,35511,0.36,62.0,55.0,2,2,6,753
35512,35512,0.4,63.2,55.0,2,1,2,765
35513,35513,0.53,62.7,56.0,4,4,5,2030
35514,35514,0.5,62.2,54.1,4,3,3,1601
35515,35515,0.53,61.3,62.0,1,1,2,1033
35516,35516,0.3,61.3,57.0,4,5,3,621
35517,35517,0.9,62.7,58.0,3,4,4,5000
35518,35518,1.59,61.3,56.0,4,6,2,13298
35519,35519,0.53,63.4,56.0,2,2,4,1607
35520,35520,1.01,61.6,57.0,4,5,4,7565
35521,35521,0.33,62.2,59.0,3,1,5,579
35522,35522,0.3,61.2,57.0,4,2,5,776
35523,35523,0.71,62.4,54.0,4,1,5,2308
35524,35524,0.35,61.5,59.0,3,5,1,491
35525,35525,0.9,62.5,63.0,2,6,2,4068
35526,35526,0.34,61.9,55.0,4,3,3,765
35527,35527,0.44,61.6,58.0,3,4,5,1196
35528,35528,1.58,59.8,58.0,3,0,2,7654
35529,35529,1.23,62.1,58.0,3,3,1,4918
35530,35530,0.5,60.8,56.0,2,6,3,1758
35531,35531,0.37,63.2,57.0,1,2,2,533
35532,35532,0.73,62.4,53.0,4,6,2,3140
35533,35533,0.82,61.8,56.0,1,5,1,3050
35534,35534,1.1,60.1,62.0,2,5,1,4607
35535,35535,0.72,62.4,57.0,4,5,1,2939
35536,35536,0.46,59.5,61.4,1,3,4,1179
35538,35538,0.26,62.7,55.0,2,1,5,427
35539,35539,1.01,63.3,57.0,1,2,5,5988
35540,35540,0.4,62.8,57.0,4,5,6,1397
35541,35541,1.0,63.0,56.0,4,6,2,4592
35542,35542,1.01,61.5,62.0,3,1,1,3360
35543,35543,1.02,62.5,57.0,4,2,2,4746
35544,35544,0.3,62.4,52.8,4,2,2,475
35545,35545,1.02,60.1,57.0,4,5,4,8244
35546,35546,0.72,61.5,59.0,3,1,2,2148
35547,35547,0.7,59.3,62.0,2,4,6,3270
35548,35548,0.7,64.5,58.0,2,4,4,2925
35549,35549,1.57,62.8,56.0,4,2,0,5170
35550,35550,0.24,61.4,57.0,4,5,5,678
35552,35552,1.15,62.9,58.0,2,3,3,6831
35553,35553,0.43,61.1,55.0,4,3,1,800
35554,35554,1.14,61.9,53.0,4,2,4,6926
35555,35555,0.53,60.8,56.0,4,2,6,1781
35556,35556,1.22,62.2,60.0,3,0,1,4132
35557,35557,0.38,59.7,57.0,2,4,3,752
35558,35558,0.3,61.4,55.0,4,3,4,673
35559,35559,0.53,61.8,55.0,4,3,3,1577
35560,35560,0.31,60.8,56.0,4,5,5,767
35561,35561,0.73,61.7,55.0,4,1,2,2733
35562,35562,2.05,62.5,60.0,3,0,4,14973
35563,35563,1.7,62.4,59.0,3,2,3,14058
35564,35564,0.32,61.9,55.0,4,3,4,602
35565,35565,0.8,61.7,56.0,4,1,6,3181
35566,35566,0.51,62.9,56.0,4,4,2,1406
35567,35567,0.51,61.9,56.0,4,6,1,1359
35568,35568,1.52,60.9,57.0,3,3,1,8299
35569,35569,1.0,63.6,58.0,1,3,3,5002
35570,35570,0.42,61.6,56.0,4,5,6,1400
35571,35571,0.38,60.7,59.0,3,5,4,1000
35572,35572,0.43,62.8,56.0,2,5,3,981
35573,35573,0.32,61.7,55.0,4,1,6,589
35574,35574,1.29,61.9,58.0,2,6,1,6126
35575,35575,1.6,62.8,55.0,4,0,2,8418
35576,35576,1.01,61.2,56.0,1,4,4,6825
35577,35577,0.27,62.0,59.0,2,5,5,620
35578,35578,1.31,62.7,61.0,3,4,1,4743
35579,35579,0.7,59.1,62.0,2,3,2,2674
35580,35580,1.64,61.8,59.0,3,5,2,12896
35581,35581,0.57,61.9,56.0,4,4,2,1759
35582,35582,0.3,62.4,57.0,4,5,3,844
35583,35583,0.73,61.8,62.0,3,1,4,2197
35584,35584,0.53,60.1,58.0,2,3,4,1721
35585,35585,1.05,62.2,56.0,2,5,2,5494
35586,35586,0.51,61.9,54.0,4,1,2,1000
35587,35587,0.71,61.9,59.0,3,2,5,2498
35588,35588,0.43,61.9,55.0,4,2,7,1151
35589,35589,0.34,60.9,57.0,2,3,6,819
